$25 Million Dollar Hoax	32.7174209	-117.1627714
'Wag kukurap	12.7503486	122.7312101
10.5	34.1340991	-118.3216523
10.5	49.2608724	-123.1139529
100 Greatest Discoveries	39.284749399999995	-76.62047463969989
100 Greatest Discoveries	38.8051426	-77.0383022
100 Greatest Discoveries	38.803929	-76.8518695
100 Greatest Discoveries	38.1495947	-79.072557
100 Greatest Discoveries	38.8948932	-77.0365529
100 Greatest Stand-Ups of All Time	34.093214	-118.3196124
100 Proof	34.0536909	-118.2427666
100 Proof	25.7742658	-80.1936589
100 Proof	40.7127281	-74.0060152
100 hjdare	59.3251172	18.0710935
100 hjdare	37.8708393	-122.2728639
100 hjdare	27.7567667	-81.4639835
100 hjdare	34.0536909	-118.2427666
100 hjdare	36.1556805	-95.9929113
100 hjdare	35.2072185	-101.8338246
100 hjdare	35.1872288	-101.9870699
100 hjdare	35.2153299	-99.8664925
100 hjdare	34.093214	-118.3196124
100 hjdare	34.1282559	-83.5753386
100 hjdare	40.7788486	-99.7414869
100 hjdare	31.8295972	-86.6177517
10i entoli	37.9841493	23.7279843
110% Tony Squires	-33.8536692	151.2133527
