#2WheelzNHeelz	36.1622296	-86.7743531
#BreakfastClub	40.7127281	-74.0060152
#BreakfastClub	34.0536909	-118.2427666
#CaptchaLA	34.0536909	-118.2427666
#Hashtag Travel UK	52.7954791	-0.5402402866174321
#Hashtag Travel	41.31611085	-74.12629189225156
#Hashtag Travel	41.4200938	-73.9545831
#Hashtag Travel	41.504879	-73.9696822
#Hashtag Travel	41.5355745	-73.898702
#Hashtag Travel	41.5965635	-73.9112103
#Hashtag Travel	41.7065779	-73.9284101
#Mittelfingerspitzengefhl	51.0834196	10.4234469
#Mittelfingerspitzengefhl	52.5001698	5.7480821
#Murder	35.9603948	-83.9210261
#VitalSignz	43.653963	-79.387207
$2 Donuts	-33.8548157	151.2164539
'Frankie & Emma'	51.5073219	-0.1276474
(Re)placement	51.5073219	-0.1276474
(Un)Balanced: A Web Series	40.7720145	-73.9302673
10,000 Hours	40.6501038	-73.9495823
10th Ave.	40.7127281	-74.0060152
10th Ave.	40.7453798	-73.9054145
10th Ave.	40.7644228	-73.9923918
10th Ave.	40.7644228	-73.9923918
13 Reasons Why	38.0954755	-122.2724704
13 Reasons Why	37.9254806	-122.5274755
13 Reasons Why	37.9340915	-122.5352539
13 Reasons Why	37.8816585	-121.9142611
13 Reasons Why	38.102009025423726	-122.2552046440678
13 Reasons Why	38.101049775510205	-122.25770985714286
13 Reasons Why	38.10103169387755	-122.25623224489796
13 Reasons Why	37.96767344777568	-122.53365003157839
13 Reasons Why	37.8727044	-122.4644171
13 Reasons Why	38.0525612	-122.2202603
13 Reasons Why	38.0138934	-122.1338674
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.0954755	-122.2724704
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
13 Reasons Why	37.9735346	-122.5310874
13 Reasons Why	38.407358	-122.82468501355999
138 Escape	53.1677268	-3.1121717
138 Escape	53.1883306	-3.1351322
138 Escape	53.407154	-2.991665
138 Escape	53.4794892	-2.2451148
1491: The Untold Story of the Americas Before Columbus	48.4283182	-123.3649533
1491: The Untold Story of the Americas Before Columbus	50.6758269	-120.3394159
1491: The Untold Story of the Americas Before Columbus	-6.8699697	-75.0458515
